id	rate
39041	12.8
39043	12.2
39045	17.1
39047	23
39049	11.9
39051	15.7
39053	14.7
39055	24.2
39057	7.4
39059	15.5
39061	12.6
39063	8.2
39065	8.1
39067	19.8
39069	15.7
39071	15.1
39073	14.5
39075	64.1
39077	18.8
39079	22.8
39081	9.8
39083	12.3
39085	13.9
39087	16.4
39089	14.6
39091	19
39093	17.3
39095	16.5
39097	19.1
39099	16.4
39101	20.5
39103	13.1
39105	18.2
39107	14.8
39109	14.6
39111	16.5
39113	15.7
39115	16.3
39117	21.7
39119	11.7
39121	30.3
39123	13.8
39125	16.1
39127	25.9
39129	20.5
39131	21.6
39133	6.9
39135	19.2
39137	16.2
39139	21.2
39141	20.9
39143	9
39145	15.4
39147	10.8
39149	14.7
39151	13.6
39153	13.5
39155	19.5
39157	16.1
39159	13.6
39161	16.7
39163	16.4
39165	15.5
39167	11.7
39169	17.7
39171	15.2
39173	5.5
39175	22.3
40001	24.4
40003	16.6
40005	25.1
40007	34.2
40009	31.1
40011	29.9
40013	15.2
40015	25.5
40017	14
40019	24.1
40021	12.7
40023	17.3
40025	28.6
40027	8.2
40029	24
40031	11.8
40033	27.6
40035	24.1
40037	21.6
40039	8.2
40041	22
40043	35.8
40045	25.4
40047	18.7
40049	22.8
40051	21.5
40053	19.3
40055	28.1
40057	19.6
40059	26.9
40061	29
40063	23.6
40065	14
40067	19.4
40069	12.2
40071	25.1
40073	18.3
40075	20.4
40077	18.2
40079	22.5
40081	20.5
40083	14.6
40085	20.2
40087	14.9
40089	27.3
40091	22
40093	28.4
40095	28.6
40097	22.6
40099	24.6
40101	20
40103	17.9
40105	21.2
40107	30.3
40109	17.1
40111	15
40113	21.3
40115	18.7
40117	20.4
40119	5.1
40121	23.5
40123	14.4
40125	19
40127	25.6
40129	36.7
40131	15.7
40133	23.9
40135	24
40137	23
40139	28.7
40141	34.4
40143	18.6
40145	20.6
40147	15.6
40149	34.1
40151	10.8
40153	24.5
41001	19.4
41003	3.4
41005	11.8
41007	20.4
41009	15.2
41011	21.2
41013	29.2
41015	41.2
41017	16.5
41019	20.6
41021	28.8
41023	16.9
41025	19
41027	15.7
41029	16.8
41031	28.6
41033	17.7
41035	20
41037	7.7
41039	8.9
41041	21.1
41043	19.2
41045	20.3
41047	17
41049	29.6
41051	12.6
41053	10.8
41055	18.8
41057	20.1
41059	24.5
41061	10.2
41063	16.7
41065	26.8
41067	14.1
41069	12.5
41071	12.1
42001	11.4
42003	10.2
42005	15.2
42007	12.7
42009	18.6
42011	13.9
42013	8.4
42015	21.7
42017	10.9
42019	8.9
42021	9.1
42023	11.1
42025	9.4
42027	3.7
42029	11.4
42031	8.9
42033	22
42035	10.6
42037	8
42039	16.1
42041	11.5
42043	18.3
42045	11
42047	13.2
42049	12.1
42051	18.7
42053	34.2
42055	18.5
42057	17.8
42059	10.7
42061	9.9
42063	7.1
42065	16.3
42067	24.4
42069	11
42071	18.9
42073	12.8
42075	17.7
42077	13.6
42079	12.9
42081	11.9
42083	15.6
42085	15
42087	24.8
42089	9.7
42091	11.4
42093	14.4
42095	9.3
42097	22
42099	16.8
42101	14.3
42103	13.1
42105	15
42107	16.3
42109	12.6
42111	13
42113	28.6
42115	17.7
42117	12
42119	6.9
42121	17.9
42123	18.6
42125	10.3
42127	13.7
42129	11.6
42131	15.7
42133	14.4
44001	4.9
44003	11.1
44005	10
44007	12.3
44009	6.2
45001	11.2
45003	17.2
45005	15.8
45007	20.9
45009	17.1
45011	19.5
45013	13.2
45015	15.6
45017	19.4
45019	10.6
45021	22.7
45023	25.2
45025	26.5
45027	34
45029	31.7
45031	21.3
45033	29.6
45035	18.2
45037	26.8
45039	14
45041	17.2
45043	15.1
45045	15
45047	19.6
45049	24.4
45051	15.7
45053	25.6
45055	17.9
45057	22.1
45059	23
45061	24.2
45063	14.9
45065	20.3
45067	20.5
45069	25.1
45071	18.6
45073	15.8
45075	18.1
45077	8.3
45079	8.4
45081	25.3
45083	14.5
45085	15.6
45087	20.7
45089	23.1
45091	13.6
46003	23
46005	34.7
46007	58.2
46009	17.8
46011	1.7
46013	14.6
46015	26.9
46017	27.9
46019	25.7
46021	6.9
46023	23.7
46025	31.6
46027	3.5
46029	11.5
46031	50.1
46033	34
46035	13.7
46037	16.8
46039	29.8
46041	35.2
46043	13.8
46045	25.4
46047	22.4
46049	6.5
46051	19.5
46053	11.6
46055	23.4
46057	19.1
46059	21
46061	28.1
46063	47.8
46065	17.6
46067	26.4
46069	17.1
46071	44.9
46073	34.5
46075	42.3
46077	8.5
46079	11
46081	11.7
46083	15.9
46085	32
46087	15
46089	9.4
46091	25.2
46093	17.4
46095	50.3
46097	19.5
46099	13.5
46101	22.4
46102	40.1
46103	12.9
46105	18.5
46107	32.3
46109	29.6
46111	6.8
46115	24.9
46117	9
46119	21.4
46121	39.9
46123	12.9
46125	17.3
46127	20.5
46129	17.5
46135	19.9
46137	27.7
47001	13.6
47003	17.1
47005	14.5
47007	25.4
47009	15.4
47011	12.8
47013	13.6
47015	8.4
47017	9.6
47019	11.7
47021	7.9
47023	11.1
47025	9.3
47027	22.8
47029	11.5
47031	16.2
47033	16.4
47035	11.9
47037	10.8
47039	15
47041	9.2
47043	14.8
47045	17.3
47047	14.8
47049	10.9
47051	7.2
47053	10.9
47055	12.5
47057	7.7
47059	9.2
47061	17.7
47063	14.6
47065	13.1
47067	5.7
47069	29.4
47071	23.9
47073	12.6
47075	24.2
47077	12.5
47079	14.8
47081	21.4
47083	19.3
47085	14.1
47087	5.8
47089	5.8
47091	15.8
47093	9.5
47095	30.4
47097	24.2
47099	16.9
47101	10
47103	21.9
47105	13.8
47107	14.1
47109	12
47111	16.3
47113	10.2
47115	17.6
47117	10.8
47119	14.2
47121	14.8
47123	17.9
47125	7.7
47127	18.8
47129	18.2
47131	15.7
47133	14.3
47135	10.6
47137	7.5
47139	12.6
47141	6.9
47143	16.1
47145	25.1
47147	13.6
47149	8.1
47151	12.6
47153	12.9
47155	15.9
47157	15.9
47159	13.8
47161	10.5
47163	13
47165	14
47167	14.8
47169	27.6
47171	8.5
47173	11.1
47175	10.4
47177	16.8
47179	7.4
47181	17.5
47183	3.9
47185	12.8
47187	16.2
47189	13.6
48001	24.2
48003	21.2
48005	14.5
48007	23.3
48009	19
48011	8.3
48013	19.4
48015	17.1
48017	48.9
48019	21.8
48021	25.3
48023	34.1
48025	25.6
48027	10.7
48029	15.6
48031	13.1
48033	34.8
48035	16.3
48037	17.3
48039	14.9
48041	5.3
48043	10.8
48045	12.3
48047	25.2
48049	17.3
48051	19.1
48053	23.2
48055	20.8
48057	22.9
48059	18.1
48061	22.9
48063	27
48065	26.7
48067	13.7
48069	27.3
48071	23.2
48073	23.4
48075	35.1
48077	20.9
48079	41.7
48081	16.5
48083	33.6
48085	13.4
48087	51.4
48089	23.1
48091	13.7
48093	24.3
48095	33
48097	19.8
48099	11.5
48101	15
48103	33.6
48105	26.5
48107	26.7
48109	15.4
48111	14.7
48113	20.8
48115	38.5
48117	17.8
48119	26.1
48121	11.7
48123	17.3
48125	39
48127	25.5
48129	7.2
48131	28.5
48133	7.7
48135	20.9
48137	32
48139	16.6
48141	14.7
48143	7.7
48145	32.7
48147	25.1
48149	16.5
48151	10.1
48153	13.9
48155	78
48157	15.2
48159	7.4
48161	22.5
48163	35.3
48165	21.2
48167	15.9
48169	28.9
48171	15
48173	29.2
48175	14.1
48177	35.8
48179	19.5
48181	21.1
48183	16.5
48185	29.7
48187	18.7
48189	18.7
48191	27.4
48193	28.3
48195	36
48197	37.8
48199	18.1
48201	19.9
48203	12.5
48205	8
48207	24.5
48209	6.9
48211	24.3
48213	13.8
48215	22.3
48217	19.6
48219	13.7
48221	20.4
48223	13
48225	27.1
48227	20.3
48229	26.3
48231	15.3
48233	20.9
48235	21.8
48237	30.2
48239	19.5
48241	20.5
48243	51.3
48245	17.2
48247	31.5
48249	35.5
48251	19.2
48253	34.5
48255	37
48257	15.3
48259	19.7
48261	21.4
48263	23.9
48265	19.6
48267	15.5
48269	44.4
48271	24.9
48273	13.8
48275	23
48277	23.3
48279	26.4
48281	32.9
48283	28.5
48285	21.8
48287	28.5
48289	21.2
48291	23.6
48293	27.5
48295	21.7
48297	27.6
48299	16.6
48301	0
48303	9.4
48305	14.5
48307	11.6
48309	12
48311	17.5
48313	40.8
48315	19.8
48317	38.9
48319	30.9
48321	20.2
48323	25.7
48325	25.4
48327	24.5
48329	18.3
48331	30.5
48333	25.1
48335	41.7
48337	20.7
48339	20.3
48341	31
48343	27.7
48345	19.3
48347	9.1
48349	21.8
48351	27.1
48353	17.3
48355	16.4
48357	29.6
48359	28.9
48361	17.1
48363	24.3
48365	16.4
48367	16.6
48369	26.8
48371	30
48373	27.1
48375	21.2
48377	59
48379	22.4
48381	11.3
48383	12.5
48385	48.6
48387	18.3
48389	25
48391	23.4
48393	0
48395	19.5
48397	13.5
48399	21
48401	23.8
48403	21.1
48405	17.2
48407	34.6
48409	22.5
48411	26.7
48413	5.4
48415	18.6
48417	14.1
48419	26.9
48421	19.3
48423	14.7
48425	16.9
48427	24
48429	36.8
48431	22.7
48433	9.1
48435	24.9
48437	20.3
48439	16.2
48441	9.7
48443	18.8
48445	35.3
48447	15.7
48449	18.3
48451	10.8
48453	12.3
48455	22.8
48457	33.3
48459	19.5
48461	20.8
48463	12.4
48465	23.7
48467	26.8
48469	23
48471	9.3
48473	9.6
48475	20.9
48477	11.9
48479	20.8
48481	16.7
48483	10.3
48485	7.9
48487	18.7
48489	24.7
48491	14
48493	17.6
48495	22.6
48497	17.7
48499	15.7
48501	17
48503	26
48505	31.1
48507	19
49001	33.8
49003	15.1
49005	5.4
49007	9.7
49009	23.6
49011	14.2
49013	25.7
49015	10.9
49017	30.7
49019	17.3
49021	14.9
49023	18.4
49025	12.4
49027	15.8
49029	7.1
49031	14.7
49033	34.8
49035	14.1
49037	30.5
49039	15.2
49041	22.8
49043	15.3
49045	16.7
49047	15.6
49049	9.9
49051	12.1
49053	12.8
49055	24.4
49057	14.1
50001	6
50003	10.7
50005	12.1
50007	6.5
50009	18.6
50011	12
50013	11.9
50015	9.3
50017	12.7
50019	15.4
50021	9.1
50023	9.4
50025	11.9
50027	17.1
51001	26.6
51003	4.5
51005	22.3
51007	12.2
51009	9.5
51011	10.8
51013	7.9
51015	16.2
51017	5.7
51019	9.5
51021	20
51023	17.7
51025	21
51027	11.8
51029	14.4
51031	16.3
51033	6.8
51035	7.5
51036	11.3
51037	5.4
51041	10.9
51043	7.8
51045	0
51047	14
51049	7.8
51051	11.9
51053	5.2
51057	16.8
51059	14
51061	8.4
51063	17.8
51065	24.4
51067	9.5
51069	14.6
51071	14.6
51073	15.5
51075	19.2
51077	16
51079	7.1
51081	18.1
51083	15.6
51085	13.4
51087	13.9
51089	12.8
51091	16.1
51093	14.1
51095	13.5
51097	20.9
51099	11.3
51101	5.7
51103	10.2
51105	21.4
51107	16.6
51109	14.8
51111	21.3
51113	19.5
51115	15.8
51117	18.7
51119	4.4
51121	2.7
51125	12.9
51127	13.9
51131	17.8
51133	8.2
51135	26.7
51137	10.7
51139	14.8
51141	10.5
51143	14.7
51145	26.2
51147	6.4
51149	12.5
51153	13.1
51155	9.9
51157	13.1
51159	16.7
51161	12
51163	16
51165	13
51167	12.6
51169	4.1
51171	14.5
51173	14.7
51175	21.2
51177	11.8
51179	11.1
51181	25.8
51183	38.5
51185	14.6
51187	7.9
51191	11.1
51193	6.2
51195	12.2
51197	8.5
51199	9.3
51510	14.4
51520	10.4
51530	0.5
51540	4.9
51550	12.2
51570	14.1
51580	20.9
51590	13.7
51595	26.5
51600	5.9
51610	4.1
51620	31.3
51630	2.6
51640	25.2
51650	8.8
51660	2.9
51670	31.5
51678	1
51680	5.4
51683	21.6
51685	15.4
51690	8.2
51700	9.4
51710	6.9
51720	25.3
51730	14.3
51735	15.3
51740	12.1
51750	1.7
51760	10.7
51770	14.2
51775	7
51790	6.9
51800	13.9
51810	8.8
51820	19.4
51830	1.5
51840	8.9
53001	36.5
53003	23.8
53005	20.8
53007	24.1
53009	20.7
53011	17.4
53013	6.6
53015	20.4
53017	18.9
53019	46
53021	28.9
53023	11
53025	28.7
53027	20.8
53029	14.7
53031	25.2
53033	12.2
53035	11.5
53037	6.1
53039	24
53041	20.2
53043	14.9
53045	29.9
53047	26.1
53049	27.3
53051	34.7
53053	15.6
53055	17.7
53057	25.5
53059	20
53061	15.4
53063	10.9
53065	25.1
53067	14.8
53069	37.2
53071	13.7
53073	9.4
53075	1.2
53077	28.7
54001	9.8
54003	17
54005	21.3
54007	32.6
54009	11.1
54011	9.7
54013	11.6
54015	19.5
54017	26.2
54019	17.3
54021	7.8
54023	16.3
54025	22.4
54027	21.5
54029	20
54031	24.9
54033	17.7
54035	13.7
54037	14.1
54039	20.4
54041	15.6
54043	16.9
54045	15
54047	32.3
54049	11.2
54051	8.5
54053	23.1
54055	14
54057	9.5
54059	17.2
54061	3.5
54063	10.6
54065	13.3
54067	14.7
54069	8.9
54071	25.9
54073	9
54075	10
54077	18
54079	7.7
54081	11.9
54083	24.3
54085	23.1
54087	26
54089	20
54091	9.2
54093	7
54095	19
54097	9.1
54099	13.4
54101	10.4
54103	19.8
54105	21.1
54107	15.8
54109	23.3
55001	21.5
55003	8.9
55005	15.6
55007	14.2
55009	16.8
55011	14.5
55013	14.7
55015	14.6
55017	14.2
55019	37.3
55021	18.5
55023	8.9
55025	6.3
55027	15
55029	20.8
55031	10.9
55033	4.5
55035	6.9
55037	23.9
55039	10.6
55041	18.9
55043	8.4
55045	10.5
55047	18.4
55049	9.9
55051	22.2
55053	18
55055	8.2
55057	17.9
55059	12
55061	17.6
55063	5.3
55065	21
55067	18.6
55069	13.1
55071	13.2
55073	12.2
55075	12.1
55077	19.3
55078	24.9
55079	15.5
55081	16.2
55083	15
55085	11
55087	12.8
55089	14.3
55091	19.6
55093	5.8
55095	14.9
55097	4.4
55099	8.1
55101	17.6
55103	11.3
55105	12.7
55107	22.6
55109	14.1
55111	17.2
55113	29.4
55115	12.7
55117	13.7
55119	18.5
55121	17
55123	25.6
55125	14.9
55127	8.6
55129	13.6
55131	12
55133	11
55135	14.7
55137	29.6
55139	7.4
55141	12.2
56001	1.4
56003	21.7
56005	18.3
56007	17.6
56009	12.4
56011	19.9
56013	21.6
56015	13.3
56017	15.7
56019	29.1
56021	13.6
56023	14
56025	17.3
56027	22.6
56029	12.4
56031	7.1
56033	5.5
56035	30.2
56037	16.9
56039	7.4
56041	18.4
56043	34.2
56045	16.5
